month,year,Outcome
Sep,2019,Inactive
Jan,2019,Evaluation
Jan,2019,Screening
Jan,2019,Referral
Jan,2019,Elig_team_meet
Feb,2019,Placement
Sep,2020,Inactive
Jan,2019,Referral
Feb,2019,Screening
Feb,2019,Evaluation
Mar,2019,Placement
Mar,2019,Elig_team_meet
Apr,2019,Inactive
Jan,2019,Screening
Jan,2019,Elig_team_meet
Jan,2019,Referral
Jan,2019,Evaluation
Jan,2019,Placement
Sep,2020,Inactive
Jan,2019,Screening
Jan,2019,Elig_team_meet
Jan,2019,Referral
Jan,2019,Evaluation
Jan,2019,Placement
Jan,2019,Evaluation
Jan,2019,Screening
Jan,2019,Referral
Feb,2019,Elig_team_meet
Mar,2019,Placement
Sep,2020,Inactive
Jan,2019,Referral
Feb,2019,Evaluation
Mar,2019,Evaluation
Mar,2019,Placement
Mar,2019,Elig_team_meet
Jan,2020,Placement
Mar,2020,Inactive
Jan,2019,Screening
Jan,2019,Referral
Jan,2019,Evaluation
Feb,2019,Elig_team_meet
Mar,2019,Inactive
Oct,2019,Evaluation
Oct,2019,Screening
Oct,2019,Referral
Oct,2019,Elig_team_meet
Nov,2019,Placement
Sep,2020,Inactive
Jan,2019,Referral
Jan,2019,Evaluation
Feb,2019,Evaluation
Apr,2019,Placement
Apr,2019,Elig_team_meet
Mar,2020,Placement
July,2020,Placement
July,2020,Placement
Sep,2020,Placement
Jan,2019,Referral
Feb,2019,Inactive
Mar,2019,Evaluation
Mar,2019,Referral
July,2019,Elig_team_meet
July,2019,Placement
Sep,2019,Inactive
Jan,2019,Referral
Feb,2019,Inactive
Mar,2019,Evaluation
Mar,2019,Referral
July,2019,Placement
July,2019,Elig_team_meet
Sep,2019,Inactive
Jan,2019,Referral
Feb,2019,Evaluation
Mar,2019,Elig_team_meet
Mar,2019,Placement
Aug,2019,Placement
Sep,2019,Inactive
Oct,2019,Referral
Oct,2019,Evaluation
Nov,2019,Placement
Nov,2019,Elig_team_meet
Jan,2019,Referral
Feb,2019,Screening
Feb,2019,Evaluation
Mar,2019,Elig_team_meet
Mar,2019,Placement
Apr,2019,Placement
Sep,2020,Inactive
Jan,2019,Referral
Feb,2019,Inactive
Mar,2019,Referral
Mar,2019,Evaluation
Mar,2019,Placement
Mar,2019,Elig_team_meet
Nov,2019,Inactive
Jan,2019,Evaluation
Jan,2019,Referral
Jan,2019,Placement
Jan,2019,Elig_team_meet
Jan,2019,Referral
Jan,2019,Evaluation
Jan,2019,Screening
Jan,2019,Elig_team_meet
Jan,2019,Placement
Feb,2019,Notification
Mar,2019,Evaluation
Mar,2019,Referral
Apr,2019,Placement
Apr,2019,Elig_team_meet
Apr,2020,Inactive
Jan,2019,Referral
Jan,2019,Evaluation
Mar,2019,Evaluation
Mar,2019,Inactive
Nov,2019,Referral
Nov,2019,Evaluation
Nov,2019,Elig_team_meet
Nov,2019,Placement
Oct,2020,Inactive
Jan,2019,Referral
Feb,2019,Evaluation
Mar,2019,Evaluation
Apr,2019,Elig_team_meet
Apr,2019,Placement
Oct,2020,Inactive
Jan,2019,Referral
Jan,2019,Evaluation
Jan,2019,Screening
Jan,2019,Elig_team_meet
Feb,2019,Placement
Sep,2020,Inactive
Jan,2019,Notification
Feb,2019,Screening
Mar,2019,Evaluation
Apr,2019,Elig_team_meet
Apr,2019,Placement
July,2019,Inactive
Jan,2019,Referral
Jan,2019,Evaluation
Jan,2019,Screening
Mar,2019,Elig_team_meet
Mar,2019,Placement
Sep,2019,Inactive
Jan,2019,Evaluation
Jan,2019,Screening
Jan,2019,Referral
Mar,2019,Elig_team_meet
Apr,2019,Placement
Sep,2019,Inactive
Jan,2019,Evaluation
Jan,2019,Referral
Mar,2019,Elig_team_meet
Mar,2019,Placement
Oct,2019,Placement
Dec,2019,Placement
Dec,2019,Placement
Sep,2020,Placement
Jan,2019,Referral
Feb,2019,Evaluation
Mar,2019,Placement
Mar,2019,Elig_team_meet
Jan,2020,Placement
Jan,2020,Placement
Mar,2020,Placement
Mar,2020,Placement
Sep,2020,Placement
Jan,2019,Referral
Feb,2019,Inactive
Mar,2019,Screening
Mar,2019,Referral
Mar,2019,Evaluation
Apr,2019,Placement
Apr,2019,Elig_team_meet
Sep,2020,Inactive
Jan,2019,Referral
Jan,2019,Inactive
Mar,2019,Referral
Apr,2019,Inactive
Mar,2020,Inactive
July,2020,Referral
Aug,2020,Screening
Sep,2020,Evaluation
Oct,2020,Placement
Oct,2020,Elig_team_meet
Jan,2019,Inactive
Feb,2019,Referral
Mar,2019,Inactive
Mar,2019,Evaluation
Mar,2019,Referral
Apr,2019,Elig_team_meet
Apr,2019,Placement
Jan,2020,Placement
June,2020,Placement
June,2020,Placement
June,2020,Placement
Sep,2020,Placement
Jan,2019,Inactive
Feb,2019,Referral
Feb,2019,Inactive
Mar,2019,Evaluation
Mar,2019,Referral
Apr,2019,Elig_team_meet
Apr,2019,Placement
Aug,2019,Placement
Aug,2019,Inactive
Jan,2019,Inactive
Apr,2019,Referral
Mar,2019,Evaluation
Mar,2019,Elig_team_meet
June,2019,Placement
Nov,2019,Placement
Nov,2019,Placement
Nov,2019,Placement
Sep,2020,Placement
Jan,2019,Referral
Feb,2019,Evaluation
Mar,2019,Placement
Mar,2019,Elig_team_meet
June,2019,Placement
July,2019,Placement
July,2019,Placement
Oct,2019,Placement
July,2020,Placement
Jan,2019,Screening
Jan,2019,Referral
Jan,2019,Evaluation
Feb,2019,Placement
Feb,2019,Elig_team_meet
Sep,2020,Inactive
Jan,2019,Referral
Feb,2019,Evaluation
Mar,2019,Placement
Mar,2019,Elig_team_meet
Aug,2019,Inactive
Sep,2019,Elig_team_meet
Sep,2019,Referral
Nov,2019,Placement
Jan,2020,Placement
Mar,2020,Placement
Mar,2020,Placement
Sep,2020,Placement
Jan,2019,Referral
Feb,2019,Inactive
Mar,2019,Screening
Mar,2019,Referral
Mar,2019,Evaluation
Apr,2019,Placement
Apr,2019,Elig_team_meet
Mar,2019,Evaluation
Mar,2019,Referral
Apr,2019,Elig_team_meet
Apr,2019,Placement
Feb,2019,Referral
Feb,2019,Inactive
July,2019,Evaluation
July,2019,Referral
July,2019,Elig_team_meet
July,2019,Placement
Sep,2020,Inactive
Feb,2019,Referral
Feb,2019,Evaluation
Mar,2019,Placement
Mar,2019,Elig_team_meet
Jan,2020,Placement
Mar,2020,Placement
Apr,2020,Placement
Apr,2020,Placement
Sep,2020,Placement
Feb,2019,Referral
Mar,2019,Screening
Mar,2019,Evaluation
Apr,2019,Placement
Apr,2019,Elig_team_meet
Feb,2019,Referral
Feb,2019,Screening
Feb,2019,Evaluation
Mar,2019,Elig_team_meet
Mar,2019,Placement
Feb,2019,Referral
Feb,2019,Inactive
Mar,2019,Evaluation
Mar,2019,Referral
Apr,2019,Evaluation
Mar,2019,Inactive
July,2020,Referral
Aug,2020,Screening
Sep,2020,Placement
Sep,2020,Elig_team_meet
Sep,2020,Evaluation
Feb,2019,Referral
Feb,2019,Screening
Feb,2019,Evaluation
Apr,2019,Placement
Apr,2019,Elig_team_meet
Sep,2019,Placement
Sep,2020,Inactive
Feb,2019,Screening
Feb,2019,Referral
Feb,2019,Evaluation
Mar,2019,Elig_team_meet
Mar,2019,Placement
Sep,2020,Inactive
Feb,2019,Notification
Mar,2019,Inactive
Mar,2019,Screening
Mar,2019,Referral
July,2019,Inactive
Oct,2019,Screening
Oct,2019,Referral
Oct,2019,Evaluation
Oct,2019,Elig_team_meet
Nov,2019,Placement
Nov,2020,Inactive
Feb,2019,Referral
Mar,2019,Screening
Mar,2019,Evaluation
Mar,2019,Elig_team_meet
Mar,2019,Placement
Sep,2020,Inactive
Feb,2019,Referral
Feb,2019,Evaluation
Mar,2019,Placement
Mar,2019,Elig_team_meet
Mar,2020,Placement
Mar,2020,Inactive
Apr,2020,Placement
Apr,2020,Elig_team_meet
Sep,2020,Placement
Feb,2019,Referral
Feb,2019,Elig_team_meet
Feb,2019,Placement
Jan,2020,Placement
Jan,2020,Placement
Feb,2020,Placement
Sep,2020,Inactive
Feb,2019,Referral
Feb,2019,Evaluation
Mar,2019,Elig_team_meet
Mar,2019,Placement
Nov,2019,Placement
Dec,2019,Placement
Jan,2020,Placement
Jan,2020,Placement
Sep,2020,Placement
Feb,2019,Referral
Feb,2019,Evaluation
Mar,2019,Elig_team_meet
Mar,2019,Placement
Nov,2019,Placement
Jan,2020,Placement
Jan,2020,Placement
Oct,2020,Placement
Feb,2019,Referral
Feb,2019,Evaluation
Mar,2019,Placement
Mar,2019,Elig_team_meet
Sep,2020,Placement
Feb,2019,Evaluation
Feb,2019,Referral
Mar,2019,Placement
Mar,2019,Elig_team_meet
Sep,2020,Placement
Feb,2019,Evaluation
Feb,2019,Screening
Feb,2019,Referral
Mar,2019,Elig_team_meet
Apr,2019,Placement
July,2020,Inactive
Feb,2019,Referral
Feb,2019,Screening
Feb,2019,Evaluation
Mar,2019,Elig_team_meet
Mar,2019,Placement
Mar,2019,Placement
June,2019,Placement
June,2019,Placement
Sep,2019,Placement
Sep,2020,Inactive
Feb,2019,Referral
Mar,2019,Inactive
Oct,2019,Referral
Oct,2019,Screening
Oct,2019,Evaluation
Nov,2019,Placement
Nov,2019,Elig_team_meet
Sep,2020,Inactive
Feb,2019,Inactive
July,2019,Inactive
Nov,2019,Referral
Nov,2019,Evaluation
Nov,2019,Elig_team_meet
Nov,2019,Placement
Jan,2020,Placement
June,2020,Placement
June,2020,Placement
June,2020,Placement
Feb,2019,Inactive
Oct,2019,Screening
Oct,2019,Referral
Oct,2019,Evaluation
Nov,2019,Elig_team_meet
Nov,2019,Placement
Feb,2019,Inactive
Feb,2019,Referral
Dec,2019,Referral
Dec,2019,Screening
Mar,2020,Evaluation
Mar,2020,Inactive
June,2020,Evaluation
June,2020,Referral
June,2020,Elig_team_meet
June,2020,Placement
Feb,2019,Screening
Feb,2019,Referral
Feb,2019,Evaluation
Mar,2019,Placement
Mar,2019,Elig_team_meet
Sep,2020,Inactive
Feb,2019,Referral
Mar,2019,Screening
Mar,2019,Evaluation
Apr,2019,Placement
Apr,2019,Elig_team_meet
Sep,2019,Placement
Oct,2020,Placement
Feb,2019,Referral
Mar,2019,Evaluation
Mar,2019,Placement
Mar,2019,Elig_team_meet
Sep,2019,Placement
Oct,2019,Placement
Nov,2019,Placement
Nov,2020,Placement
Feb,2019,Notification
Mar,2019,Inactive
Apr,2019,Screening
Apr,2019,Referral
Apr,2019,Inactive
July,2019,Referral
Aug,2019,Screening
Aug,2019,Evaluation
Nov,2019,Placement
Nov,2019,Elig_team_meet
Feb,2019,Evaluation
Feb,2019,Screening
Feb,2019,Referral
Feb,2019,Elig_team_meet
Mar,2019,Placement
Aug,2019,Inactive
Feb,2019,Evaluation
Feb,2019,Screening
Feb,2019,Referral
Feb,2019,Elig_team_meet
Mar,2019,Placement
Sep,2020,Inactive
Feb,2019,Referral
Feb,2019,Evaluation
Mar,2019,Elig_team_meet
Mar,2019,Placement
Dec,2020,Inactive
Feb,2019,Referral
Feb,2019,Evaluation
Feb,2019,Screening
Mar,2019,Elig_team_meet
Apr,2019,Placement
Sep,2020,Inactive
Feb,2019,Referral
Mar,2019,Evaluation
Mar,2019,Screening
Apr,2019,Placement
Apr,2019,Elig_team_meet
Nov,2019,Placement
Sep,2020,Inactive
Feb,2019,Referral
Mar,2019,Screening
Mar,2019,Evaluation
Apr,2019,Placement
Apr,2019,Elig_team_meet
Sep,2019,Inactive
Feb,2019,Referral
Mar,2019,Evaluation
Mar,2019,Placement
Mar,2019,Elig_team_meet
Sep,2019,Placement
Feb,2019,Notification
Mar,2019,Evaluation
Mar,2019,Referral
Apr,2019,Placement
Apr,2019,Elig_team_meet
Feb,2019,Referral
Mar,2019,Screening
Mar,2019,Evaluation
Apr,2019,Elig_team_meet
Apr,2019,Placement
Sep,2019,Placement
Jan,2020,Placement
Sep,2020,Inactive
Feb,2019,Referral
Feb,2019,Evaluation
Mar,2019,Placement
Mar,2019,Elig_team_meet
Feb,2019,Referral
Mar,2019,Evaluation
Mar,2019,Elig_team_meet
Mar,2019,Placement
Aug,2019,Placement
Sep,2019,Placement
Oct,2019,Placement
Jan,2020,Placement
Sep,2020,Placement
Feb,2019,Referral
Mar,2019,Screening
Mar,2019,Evaluation
Apr,2019,Placement
Apr,2019,Elig_team_meet
Sep,2019,Placement
Sep,2020,Inactive
Feb,2019,Referral
Apr,2019,Evaluation
Mar,2019,Placement
Mar,2019,Elig_team_meet
Apr,2020,Placement
Mar,2020,Placement
Mar,2020,Placement
Feb,2019,Referral
Feb,2019,Elig_team_meet
Mar,2019,Placement
Feb,2019,Referral
Apr,2019,Inactive
June,2019,Referral
June,2019,Evaluation
June,2019,Elig_team_meet
July,2019,Placement
Dec,2019,Inactive
Mar,2020,Referral
Mar,2020,Inactive
Jan,2021,Referral
Jan,2021,Screening
Feb,2019,Referral
Mar,2019,Screening
Apr,2019,Evaluation
Mar,2019,Elig_team_meet
Mar,2019,Placement
June,2019,Inactive
Nov,2019,Referral
Nov,2019,Elig_team_meet
Nov,2019,Placement
Sep,2020,Inactive
Feb,2019,Referral
Mar,2019,Screening
Mar,2019,Evaluation
Apr,2019,Placement
Apr,2019,Elig_team_meet
Sep,2019,Placement
Dec,2019,Inactive
Feb,2019,Referral
Mar,2019,Inactive
Mar,2019,Inactive
Mar,2019,Referral
Sep,2019,Inactive
Nov,2020,Referral
Nov,2020,Evaluation
Nov,2020,Screening
Nov,2020,Placement
Nov,2020,Elig_team_meet
Feb,2019,Referral
Mar,2019,Evaluation
Mar,2019,Screening
Apr,2019,Elig_team_meet
Apr,2019,Placement
Apr,2020,Inactive
Feb,2019,Referral
Apr,2019,Evaluation
Mar,2019,Placement
Mar,2019,Elig_team_meet
Jan,2020,Placement
Jan,2020,Placement
Jan,2020,Placement
Feb,2019,Evaluation
Feb,2019,Referral
Mar,2019,Placement
Mar,2019,Elig_team_meet
Mar,2019,Inactive
Feb,2019,Evaluation
Feb,2019,Referral
Apr,2019,Elig_team_meet
Apr,2019,Placement
Mar,2019,Referral
Mar,2019,Evaluation
Apr,2019,Placement
Apr,2019,Elig_team_meet
Mar,2019,Referral
Mar,2019,Inactive
Mar,2019,Evaluation
Mar,2019,Referral
June,2019,Placement
June,2019,Elig_team_meet
Jan,2020,Inactive
Mar,2019,Referral
Mar,2019,Screening
Apr,2019,Evaluation
Mar,2019,Placement
Mar,2019,Elig_team_meet
Sep,2019,Placement
Sep,2020,Inactive
Mar,2019,Referral
Mar,2019,Screening
Mar,2019,Evaluation
Apr,2019,Elig_team_meet
Apr,2019,Placement
Sep,2020,Inactive
Mar,2019,Referral
Apr,2019,Inactive
Oct,2020,Referral
Oct,2020,Screening
Oct,2020,Evaluation
Nov,2020,Placement
Nov,2020,Elig_team_meet
Mar,2019,Referral
Apr,2019,Inactive
Feb,2020,Referral
Feb,2020,Screening
Feb,2020,Elig_team_meet
Feb,2020,Evaluation
Mar,2020,Placement
Sep,2020,Inactive
Mar,2019,Referral
Mar,2019,Evaluation
Apr,2019,Inactive
Apr,2019,Elig_team_meet
Sep,2019,Evaluation
Sep,2019,Referral
Nov,2019,Inactive
Nov,2019,Elig_team_meet
Nov,2019,Evaluation
Nov,2019,Placement
Nov,2019,Referral
Mar,2019,Evaluation
Mar,2019,Referral
Apr,2019,Placement
Apr,2019,Elig_team_meet
Mar,2019,Referral
Mar,2019,Evaluation
Apr,2019,Elig_team_meet
Apr,2019,Placement
Mar,2019,Evaluation
Mar,2019,Referral
Apr,2019,Placement
Apr,2019,Elig_team_meet
Mar,2019,Referral
Mar,2019,Inactive
Mar,2019,Evaluation
Mar,2019,Referral
Mar,2019,Placement
Mar,2019,Elig_team_meet
Mar,2019,Referral
Mar,2019,Evaluation
Apr,2019,Placement
Apr,2019,Elig_team_meet
Mar,2019,Referral
Mar,2019,Screening
Apr,2019,Evaluation
July,2019,Placement
July,2019,Elig_team_meet
Mar,2019,Referral
Mar,2019,Evaluation
Apr,2019,Evaluation
Mar,2019,Inactive
Mar,2019,Placement
Mar,2019,Elig_team_meet
Mar,2019,Evaluation
Mar,2020,Inactive
Mar,2019,Referral
Mar,2019,Evaluation
Apr,2019,Placement
Apr,2019,Elig_team_meet
Jan,2020,Placement
Feb,2020,Placement
Feb,2020,Placement
Oct,2020,Placement
Jan,2021,Inactive
Mar,2019,Referral
Mar,2019,Evaluation
Apr,2019,Placement
Apr,2019,Elig_team_meet
Jan,2020,Placement
Feb,2020,Placement
Feb,2020,Placement
Oct,2020,Placement
Jan,2021,Inactive
Mar,2019,Referral
Mar,2019,Evaluation
Apr,2019,Placement
Apr,2019,Elig_team_meet
Oct,2020,Placement
Mar,2019,Referral
Mar,2019,Inactive
Aug,2019,Inactive
Mar,2020,Referral
Mar,2020,Screening
June,2020,Placement
June,2020,Elig_team_meet
June,2020,Evaluation
Mar,2019,Evaluation
Mar,2019,Referral
Apr,2019,Evaluation
Apr,2019,Placement
Apr,2019,Elig_team_meet
Oct,2020,Inactive
Mar,2019,Referral
Mar,2019,Inactive
Sep,2019,Inactive
Sep,2019,Referral
Mar,2020,Referral
Mar,2020,Screening
Apr,2020,Evaluation
Mar,2020,Elig_team_meet
Mar,2020,Placement
Sep,2020,Placement
Mar,2019,Referral
Mar,2019,Placement
Mar,2019,Elig_team_meet
Sep,2020,Inactive
Mar,2019,Evaluation
Mar,2019,Screening
Mar,2019,Referral
Apr,2019,Elig_team_meet
Mar,2019,Placement
Oct,2020,Inactive
Mar,2019,Referral
Mar,2019,Evaluation
Mar,2019,Screening
Apr,2019,Placement
Apr,2019,Elig_team_meet
Oct,2020,Inactive
Mar,2019,Referral
Apr,2019,Screening
Apr,2019,Evaluation
Mar,2019,Placement
Mar,2019,Elig_team_meet
Sep,2019,Placement
Mar,2019,Referral
Mar,2019,Screening
Apr,2019,Inactive
Sep,2019,Referral
Dec,2019,Inactive
Dec,2019,Evaluation
Dec,2019,Screening
Dec,2019,Referral
Jan,2020,Placement
Jan,2020,Elig_team_meet
Sep,2020,Inactive
Mar,2019,Referral
Mar,2019,Inactive
Oct,2020,Referral
Nov,2020,Evaluation
Nov,2020,Placement
Nov,2020,Elig_team_meet
Mar,2019,Referral
Apr,2019,Evaluation
Mar,2019,Elig_team_meet
Mar,2019,Placement
Sep,2019,Placement
Nov,2019,Placement
Dec,2019,Placement
Dec,2019,Placement
Mar,2019,Referral
Mar,2019,Screening
Apr,2019,Evaluation
Mar,2019,Placement
Mar,2019,Elig_team_meet
Sep,2019,Placement
Sep,2020,Inactive
Mar,2019,Notification
Mar,2019,Evaluation
Mar,2019,Placement
Mar,2019,Elig_team_meet
Mar,2020,Inactive
Mar,2019,Referral
Mar,2019,Inactive
Sep,2019,Referral
Sep,2019,Screening
Sep,2019,Evaluation
Oct,2019,Elig_team_meet
Oct,2019,Placement
Apr,2020,Inactive
Mar,2019,Inactive
Apr,2019,Referral
Apr,2019,Evaluation
Mar,2019,Elig_team_meet
Mar,2019,Placement
Nov,2019,Placement
Jan,2020,Placement
Feb,2020,Placement
Feb,2020,Placement
Sep,2020,Placement
Mar,2019,Referral
Apr,2019,Evaluation
Apr,2019,Elig_team_meet
Apr,2019,Placement
Mar,2019,Inactive
Mar,2019,Referral
Apr,2019,Inactive
Mar,2019,Referral
June,2019,Inactive
Feb,2020,Screening
Feb,2020,Referral
Feb,2020,Evaluation
Feb,2020,Elig_team_meet
Mar,2020,Placement
Mar,2019,Inactive
Aug,2019,Inactive
Sep,2019,Referral
Sep,2019,Evaluation
Sep,2019,Placement
Sep,2019,Elig_team_meet
Dec,2019,Placement
June,2020,Placement
June,2020,Placement
June,2020,Placement
Sep,2020,Placement
Mar,2019,Inactive
Oct,2019,Inactive
Jan,2020,Referral
Jan,2020,Screening
Jan,2020,Evaluation
Jan,2020,Inactive
Sep,2020,Referral
Oct,2020,Screening
Nov,2020,Evaluation
Nov,2020,Elig_team_meet
Nov,2020,Placement
Mar,2019,Referral
Mar,2019,Evaluation
Apr,2019,Placement
Apr,2019,Elig_team_meet
July,2019,Placement
Sep,2019,Placement
Sep,2019,Placement
Sep,2020,Placement
Mar,2019,Elig_team_meet
Mar,2019,Referral
Apr,2019,Placement
Sep,2020,Inactive
Mar,2019,Referral
Mar,2019,Elig_team_meet
Apr,2019,Placement
Sep,2020,Inactive
Mar,2019,Referral
Mar,2019,Evaluation
June,2019,Elig_team_meet
June,2019,Placement
Feb,2020,Placement
Mar,2020,Placement
Mar,2020,Placement
Mar,2019,Screening
Mar,2019,Referral
Mar,2019,Evaluation
Mar,2019,Placement
Mar,2019,Elig_team_meet
Sep,2019,Inactive
Mar,2019,Referral
Apr,2019,Screening
Apr,2019,Evaluation
Mar,2019,Elig_team_meet
July,2019,Placement
July,2020,Placement
Sep,2020,Inactive
Mar,2019,Referral
Apr,2019,Inactive
Sep,2019,Inactive
Nov,2019,Evaluation
Nov,2019,Referral
Nov,2019,Elig_team_meet
Nov,2019,Placement
Aug,2020,Placement
Sep,2020,Inactive
Mar,2019,Referral
Apr,2019,Inactive
Oct,2019,Referral
Oct,2019,Evaluation
Oct,2019,Screening
Nov,2019,Elig_team_meet
Nov,2019,Placement
Mar,2019,Referral
Apr,2019,Inactive
Oct,2019,Evaluation
Oct,2019,Referral
Oct,2019,Elig_team_meet
Oct,2019,Placement
Dec,2019,Placement
June,2020,Placement
Aug,2020,Placement
Aug,2020,Placement
Mar,2019,Referral
Apr,2019,Screening
Mar,2019,Inactive
Sep,2019,Inactive
Oct,2019,Referral
Nov,2019,Screening
Nov,2019,Evaluation
Nov,2019,Inactive
Jan,2020,Referral
Jan,2020,Evaluation
Jan,2020,Screening
Apr,2020,Inactive
Aug,2020,Referral
Aug,2020,Screening
Sep,2020,Evaluation
Oct,2020,Placement
Oct,2020,Elig_team_meet
Mar,2019,Referral
Apr,2019,Evaluation
Apr,2019,Placement
Apr,2019,Elig_team_meet
Nov,2020,Placement
Dec,2020,Placement
Dec,2020,Placement
Apr,2019,Referral
Apr,2019,Evaluation
Apr,2019,Elig_team_meet
Apr,2019,Placement
Mar,2019,Referral
Apr,2019,Inactive
Mar,2019,Referral
June,2019,Elig_team_meet
June,2019,Evaluation
June,2019,Placement
Aug,2019,Placement
Aug,2019,Placement
Aug,2019,Placement
Jan,2020,Inactive
Mar,2019,Referral
Apr,2019,Screening
Apr,2019,Evaluation
June,2019,Placement
June,2019,Elig_team_meet
July,2019,Placement
Sep,2020,Placement
Mar,2019,Referral
Apr,2019,Screening
Apr,2019,Evaluation
July,2019,Placement
July,2019,Elig_team_meet
July,2020,Placement
Sep,2020,Placement
Mar,2019,Notification
Apr,2019,Screening
Apr,2019,Evaluation
Apr,2019,Elig_team_meet
Apr,2019,Placement
Apr,2019,Referral
Apr,2019,Screening
Apr,2019,Evaluation
July,2019,Inactive
July,2019,Elig_team_meet
Oct,2019,Evaluation
Oct,2019,Referral
Oct,2019,Elig_team_meet
Oct,2019,Placement
Jan,2020,Placement
Feb,2020,Placement
Feb,2020,Placement
Sep,2020,Inactive
Apr,2019,Referral
Apr,2019,Screening
July,2019,Evaluation
July,2019,Elig_team_meet
July,2019,Placement
Sep,2020,Inactive
Apr,2019,Referral
Apr,2019,Evaluation
Apr,2019,Elig_team_meet
Apr,2019,Placement
Feb,2020,Inactive
Apr,2019,Referral
Apr,2019,Evaluation
Mar,2019,Placement
Mar,2019,Elig_team_meet
Sep,2019,Placement
Sep,2020,Placement
Apr,2019,Referral
Apr,2019,Inactive
June,2019,Referral
June,2019,Screening
June,2019,Evaluation
July,2019,Placement
July,2019,Elig_team_meet
Sep,2020,Inactive
Apr,2019,Referral
Apr,2019,Screening
Apr,2019,Evaluation
June,2019,Elig_team_meet
June,2019,Placement
Sep,2019,Placement
June,2020,Inactive
Apr,2019,Referral
Apr,2019,Screening
Apr,2019,Evaluation
Mar,2019,Placement
Mar,2019,Elig_team_meet
Sep,2020,Inactive
Apr,2019,Referral
Apr,2019,Evaluation
Apr,2019,Elig_team_meet
Apr,2019,Placement
Apr,2019,Referral
Apr,2019,Evaluation
Apr,2019,Placement
Apr,2019,Elig_team_meet
Apr,2019,Referral
Apr,2019,Evaluation
Mar,2019,Placement
Mar,2019,Elig_team_meet
Sep,2019,Placement
Sep,2019,Placement
Sep,2019,Placement
Sep,2020,Placement
Apr,2019,Referral
Mar,2019,Inactive
Mar,2020,Referral
July,2020,Inactive
Oct,2020,Referral
Nov,2020,Screening
Nov,2020,Evaluation
Nov,2020,Placement
Nov,2020,Elig_team_meet
Apr,2019,Referral
Apr,2019,Inactive
Aug,2019,Referral
Sep,2019,Evaluation
Sep,2019,Placement
Sep,2019,Elig_team_meet
Apr,2020,Inactive
Apr,2019,Referral
Apr,2019,Screening
Apr,2019,Evaluation
Mar,2019,Elig_team_meet
Mar,2019,Placement
Sep,2019,Placement
Sep,2020,Inactive
Apr,2019,Referral
Mar,2019,Screening
Mar,2019,Evaluation
July,2019,Elig_team_meet
Aug,2019,Placement
Dec,2019,Inactive
Apr,2019,Referral
Mar,2019,Inactive
June,2019,Referral
July,2019,Inactive
Aug,2019,Referral
Aug,2019,Screening
Aug,2019,Evaluation
Sep,2019,Elig_team_meet
Sep,2019,Placement
Apr,2019,Referral
Apr,2019,Screening
Apr,2019,Evaluation
Apr,2019,Elig_team_meet
Apr,2019,Placement
Apr,2020,Placement
Apr,2019,Referral
Apr,2019,Evaluation
Apr,2019,Placement
Apr,2019,Elig_team_meet
Mar,2019,Inactive
Apr,2019,Referral
Mar,2019,Evaluation
June,2019,Placement
June,2019,Elig_team_meet
Apr,2019,Referral
Apr,2019,Inactive
Nov,2019,Inactive
Jan,2020,Referral
Jan,2020,Screening
Jan,2020,Evaluation
Jan,2020,Elig_team_meet
Jan,2020,Placement
Sep,2020,Inactive
Apr,2019,Inactive
Apr,2020,Referral
Mar,2020,Evaluation
Mar,2020,Screening
Mar,2020,Elig_team_meet
June,2020,Placement
Oct,2020,Inactive
Apr,2019,Referral
Apr,2019,Evaluation
Mar,2019,Placement
Mar,2019,Elig_team_meet
Nov,2019,Placement
Feb,2020,Inactive
Apr,2019,Referral
Apr,2019,Screening
Apr,2019,Evaluation
Mar,2019,Placement
Mar,2019,Elig_team_meet
Sep,2020,Placement
Apr,2019,Referral
Mar,2019,Inactive
Nov,2019,Screening
Nov,2019,Referral
Nov,2019,Evaluation
Nov,2019,Placement
Nov,2019,Elig_team_meet
Apr,2019,Referral
Mar,2019,Inactive
Mar,2019,Referral
Mar,2019,Inactive
July,2019,Referral
July,2019,Screening
July,2019,Evaluation
Aug,2019,Placement
Aug,2019,Elig_team_meet
Apr,2019,Referral
Apr,2019,Screening
Apr,2019,Evaluation
June,2019,Elig_team_meet
June,2019,Placement
Sep,2019,Placement
Sep,2020,Inactive
Apr,2019,Referral
Mar,2019,Screening
Mar,2019,Evaluation
June,2019,Placement
June,2019,Elig_team_meet
Oct,2019,Inactive
Nov,2019,Inactive
Dec,2019,Referral
Dec,2019,Elig_team_meet
Jan,2020,Placement
Jan,2021,Inactive
Apr,2019,Referral
Apr,2019,Evaluation
Mar,2019,Elig_team_meet
Mar,2019,Placement
Oct,2019,Inactive
Apr,2019,Referral
Apr,2019,Screening
Apr,2019,Evaluation
Mar,2019,Elig_team_meet
Mar,2019,Placement
Sep,2019,Placement
Mar,2020,Placement
Sep,2020,Inactive
Apr,2019,Screening
Apr,2019,Referral
Apr,2019,Evaluation
Apr,2019,Elig_team_meet
Apr,2019,Placement
Sep,2019,Inactive
Apr,2019,Referral
Apr,2019,Evaluation
Mar,2019,Placement
Mar,2019,Elig_team_meet
Apr,2019,Referral
Apr,2019,Evaluation
Mar,2019,Elig_team_meet
Mar,2019,Placement
Sep,2019,Placement
Nov,2019,Placement
Jan,2020,Inactive
