project_child_id,ref_age_class,ref_source,ref_source_ode,outcome
199951,EI to ECSE,primary,Physician/Clinic,ia
199951,ECSE,primary,Parents/Family,p
199055,EI,primary,Physician/Clinic,ia
199055,EI,primary,Physician/Clinic,p
199055,EI to KG,primary,Parents/Family,p
196955,EI,primary,Parents/Family,p
199388,ECSE,primary,Childcare/Preschool,p
190498,EI,primary,Physician/Clinic,ia
190498,EI,primary,Parents/Family,ia
190498,EI,primary,Parents/Family,p
192631,ECSE,primary,Childcare/Preschool,p
197977,ECSE,primary,Physician/Clinic,p
197292,EI,primary,Physician/Clinic,p
192798,EI,primary,Physician/Clinic,ia
192798,EI,primary,Physician/Clinic,ia
192798,ECSE,primary,Physician/Clinic,ia
192798,ECSE,primary,Head Start,p
192798,EI to KG,primary,Other DHS,etm
192516,ECSE,primary,Childcare/Preschool,p
192601,ECSE,primary,Parents/Family,p
193385,EI,primary,Physician/Clinic,ia
193385,EI to ECSE,primary,Physician/Clinic,p
191720,EI,primary,Physician/Clinic,ia
191720,EI,primary,Physician/Clinic,ia
191720,EI,primary,Physician/Clinic,ia
191720,EI,primary,Physician/Clinic,p
191726,ECSE,primary,Childcare/Preschool,p
194576,ECSE,primary,Head Start,p
194178,ECSE,primary,Childcare/Preschool,p
191376,ECSE,primary,Parents/Family,ia
191376,ECSE,primary,Parents/Family,p
195261,ECSE,primary,Parents/Family,p
191985,EI,primary,Parents/Family,ia
191985,EI,primary,Head Start,p
191985,EI,secondary,Physician/Clinic,
193617,EI,primary,Physician/Clinic,ia
193617,EI,primary,Other EI/ECSE program,p
194545,EI,primary,Physician/Clinic,ia
194545,EI,primary,Other EI/ECSE program,p
193639,EI,primary,Hospital,p
193639,EI,secondary,CAPTA,
193594,EI,primary,Physician/Clinic,ia
193594,ECSE,primary,Parents/Family,p
194259,EI,primary,Physician/Clinic,ia
194259,ECSE,primary,Parents/Family,p
195665,EI,primary,Parents/Family,ia
195665,ECSE,primary,Parents/Family,p
196421,EI,primary,Healthy Families Oregon,ia
196421,ECSE,primary,Other,p
192727,ECSE,primary,Head Start,p
198082,ECSE,primary,Head Start,p
198517,ECSE,primary,Parents/Family,p
198517,ECSE,secondary,Physician/Clinic,
198941,EI,primary,Hospital,p
196508,EI,primary,Hospital,p
192012,EI,primary,Hospital,p
198041,ECSE,primary,Childcare/Preschool,p
192507,ECSE,primary,Head Start,p
195450,EI,primary,Parents/Family,p
195450,EI,secondary,Physician/Clinic,
194509,ECSE,primary,Parents/Family,p
193625,EI,primary,Parents/Family,p
193437,ECSE,primary,Parents/Family,p
191390,EI to ECSE,primary,Physician/Clinic,ia
191390,ECSE,primary,Physician/Clinic,p
197025,EI,primary,EHDI,ia
197025,EI,primary,EHDI,ia
197025,EI,primary,EHDI,ia
197025,EI,primary,Parents/Family,p
195627,EI,primary,Hospital,ia
195627,EI,primary,Parents/Family,p
191345,EI,primary,Physician/Clinic,ia
191345,EI,primary,Parents/Family,p
193188,EI,primary,EHDI,ia
193188,EI to ECSE,primary,Physician/Clinic,p
197129,EI,primary,Hospital,p
197031,EI,primary,Hospital,p
194722,EI,primary,Physician/Clinic,ia
194722,ECSE,primary,Childcare/Preschool,p
199321,ECSE,primary,Childcare/Preschool,p
199669,EI to ECSE,primary,Other,p
191244,ECSE,primary,Parents/Family,p
197715,ECSE,primary,Childcare/Preschool,p
197715,ECSE,secondary,Physician/Clinic,
192702,EI,primary,Parents/Family,ia
192702,EI,secondary,Physician/Clinic,
192702,EI,primary,Parents/Family,ia
192702,EI,primary,Physician/Clinic,p
192999,EI,primary,Physician/Clinic,ia
192999,EI,primary,Physician/Clinic,ia
192999,EI,primary,Parents/Family,p
193867,ECSE,primary,Head Start,p
190990,ECSE,primary,Head Start,p
193018,ECSE,primary,Head Start,p
195155,ECSE,primary,Other DHS,ia
195155,EI to KG,primary,Head Start,p
193071,EI,primary,CAPTA,p
193071,EI,primary,Physician/Clinic,p
193071,EI,primary,Parents/Family,p
195687,EI,primary,CAPTA,p
195687,ECSE,primary,Physician/Clinic,r
191124,EI,primary,Parents/Family,p
198886,ECSE,primary,Head Start,p
199545,ECSE,primary,Parents/Family,ia
199545,ECSE,primary,Parents/Family,p
198259,EI,primary,CAPTA,ia
198259,EI,primary,CAPTA,p
194820,EI,primary,CAPTA,p
194820,ECSE,secondary,Other DHS,
198777,EI to ECSE,primary,CAPTA,ia
198777,ECSE,primary,Other DHS,p
199531,EI,primary,Physician/Clinic,p
198133,EI,primary,Physician/Clinic,ia
198133,EI,primary,Parents/Family,p
197944,ECSE,primary,Head Start,p
192594,EI,primary,Physician/Clinic,ia
192594,ECSE,primary,Parents/Family,p
196944,EI,primary,Physician/Clinic,ia
196944,EI,primary,Other,p
199074,EI,primary,Physician/Clinic,ia
199074,EI,primary,Physician/Clinic,ia
199074,EI,primary,Physician/Clinic,p
194943,EI to ECSE,primary,Parents/Family,p
194943,EI to KG,primary,Parents/Family,p
197119,ECSE,primary,Head Start,ia
197119,EI to KG,primary,Physician/Clinic,p
191732,EI,primary,Physician/Clinic,p
191422,EI,primary,Physician/Clinic,ia
191422,EI,primary,Other,p
196452,EI,primary,Parents/Family,p
193908,ECSE,primary,Parents/Family,p
197049,ECSE,primary,Head Start,p
196288,ECSE,primary,Head Start,p
191659,ECSE,primary,Parents/Family,p
194588,EI,primary,Public Health,ia
194588,EI,primary,Other DHS,p
194588,EI,primary,Public Health,p
194588,EI,secondary,Physician/Clinic,
194588,EI,secondary,Public Health,
194588,EI,secondary,EHDI,
194588,EI,secondary,Physician/Clinic,
194588,EI,secondary,Hospital,
193698,ECSE,primary,Physician/Clinic,p
191901,ECSE,primary,Head Start,p
193840,ECSE,primary,Head Start,p
193840,ECSE,secondary,Physician/Clinic,
192964,EI,primary,Physician/Clinic,ia
192964,EI,primary,Parents/Family,ia
192964,EI,primary,Physician/Clinic,ia
192964,EI,primary,Physician/Clinic,ia
192964,EI,primary,CAPTA,ia
192964,EI,primary,Other,p
196057,EI,primary,Physician/Clinic,ia
196057,ECSE,primary,Parents/Family,p
197453,EI,primary,Physician/Clinic,ia
197453,EI,primary,Healthy Families Oregon,ia
197453,EI to ECSE,primary,Parents/Family,p
193378,EI,primary,Parents/Family,ia
193378,ECSE,primary,Physician/Clinic,p
190986,ECSE,primary,Parents/Family,p
192630,ECSE,primary,Head Start,p
194013,EI,primary,Parents/Family,ia
194013,EI,secondary,Physician/Clinic,
194013,EI,primary,Parents/Family,p
193524,EI,primary,Physician/Clinic,p
191953,EI,primary,CAPTA,p
190312,EI to ECSE,primary,Parents/Family,p
192499,ECSE,primary,Childcare/Preschool,p
192439,ECSE,primary,Parents/Family,p
192703,ECSE,primary,Parents/Family,p
198003,EI,primary,Physician/Clinic,ia
198003,EI,primary,Physician/Clinic,p
190974,EI,primary,Parents/Family,ia
190974,ECSE,primary,Other,ia
190974,ECSE,primary,Parents/Family,ia
190974,ECSE,primary,Other,ia
190974,ECSE,primary,Parents/Family,p
197808,ECSE,primary,Head Start,p
202393,EI,primary,Hospital,p
202393,EI,primary,CAPTA,p
209058,EI,primary,Parents/Family,p
200386,ECSE,primary,Childcare/Preschool,p
203967,ECSE,primary,Head Start,p
207100,EI to ECSE,primary,Healthy Families Oregon,ia
207100,ECSE,primary,Parents/Family,p
207100,ECSE,secondary,Physician/Clinic,
205034,ECSE,primary,Parents/Family,p
205741,EI,primary,Physician/Clinic,ia
205741,EI,primary,Physician/Clinic,ia
205741,EI,primary,Parents/Family,p
206047,EI,primary,Childcare/Preschool,p
204496,EI,primary,Head Start,ia
204496,EI to ECSE,primary,Other,p
204496,ECSE,secondary,Physician/Clinic,
208950,EI,primary,Parents/Family,ia
208950,EI,primary,Other,p
205897,ECSE,primary,Physician/Clinic,ia
205897,ECSE,primary,Physician/Clinic,ia
205897,ECSE,primary,Parents/Family,ia
205897,ECSE,primary,Parents/Family,p
205919,EI,primary,Physician/Clinic,ia
205919,ECSE,primary,Head Start,p
205438,ECSE,primary,Childcare/Preschool,p
207876,ECSE,primary,Childcare/Preschool,p
202891,EI,primary,Parents/Family,p
207817,EI,primary,Physician/Clinic,p
207817,EI,primary,CAPTA,ia
208118,EI,primary,Parents/Family,p
208118,EI,secondary,Physician/Clinic,
205350,ECSE,primary,Childcare/Preschool,p
203147,ECSE,primary,Parents/Family,p
203147,ECSE,primary,Physician/Clinic,ia
203147,EI to KG,primary,Other,p
201031,EI,primary,Hospital,p
207351,EI,primary,Hospital,p
200027,EI,primary,Parents/Family,p
207537,EI,primary,Parents/Family,p
205318,EI,primary,Parents/Family,p
201887,EI,primary,Physician/Clinic,p
208380,EI,primary,Physician/Clinic,ia
208380,EI,primary,Other,p
209282,EI,primary,Physician/Clinic,p
206662,ECSE,primary,Childcare/Preschool,p
204014,ECSE,primary,Childcare/Preschool,p
204097,ECSE,primary,Physician/Clinic,p
200777,EI,primary,Parents/Family,ia
200777,EI,primary,Physician/Clinic,ia
200777,EI,primary,Physician/Clinic,ia
200777,EI,primary,Physician/Clinic,ia
200777,ECSE,primary,Physician/Clinic,p
200780,ECSE,primary,Parents/Family,p
201902,EI,primary,Physician/Clinic,ia
201902,EI,primary,Parents/Family,p
203767,EI,primary,Hospital,p
203767,EI,primary,CAPTA,p
200052,ECSE,primary,Physician/Clinic,p
200052,ECSE,secondary,Public Health,
204236,EI,primary,Parents/Family,ia
204236,EI,primary,Childcare/Preschool,p
209155,EI,primary,Hospital,p
200825,EI,primary,Physician/Clinic,ia
200825,EI,primary,Parents/Family,p
208429,EI,primary,Hospital,p
208414,ECSE,primary,Physician/Clinic,p
200423,ECSE,primary,Parents/Family,p
204901,EI,primary,Physician/Clinic,ia
204901,EI,primary,Physician/Clinic,p
209062,ECSE,primary,Parents/Family,p
205289,EI,primary,Hospital,ia
205289,EI,primary,Private Therapy,p
205289,EI,primary,Parents/Family,p
208449,EI,primary,Parents/Family,p
207852,EI,primary,Parents/Family,p
207969,EI,primary,Hospital,p
204795,EI,primary,Hospital,p
204343,EI,primary,Physician/Clinic,p
208508,EI,primary,Parents/Family,p
203996,ECSE,primary,Other,p
203410,EI,primary,Physician/Clinic,p
206793,ECSE,primary,Private Therapy,p
208833,ECSE,primary,Other DHS,ia
208833,EI to KG,primary,Head Start,p
202002,EI,primary,Parents/Family,ia
202002,EI,primary,Parents/Family,p
202002,EI,secondary,Physician/Clinic,
202002,EI,primary,Physician/Clinic,p
202104,EI,primary,Parents/Family,ia
202104,EI,primary,Other,p
202104,EI,secondary,Physician/Clinic,
204384,EI,primary,Physician/Clinic,ia
204384,EI,primary,Physician/Clinic,p
204058,EI,primary,Parents/Family,ia
204058,ECSE,primary,Parents/Family,p
205284,ECSE,primary,Parents/Family,p
201455,EI,primary,Physician/Clinic,p
208170,ECSE,primary,Physician/Clinic,p
208803,EI,primary,CAPTA,p
208813,EI,primary,CAPTA,ia
208813,EI to KG,primary,Parents/Family,p
200859,EI,primary,Hospital,p
200859,EI,primary,Parents/Family,p
202426,EI,primary,Physician/Clinic,p
202426,EI,secondary,Physician/Clinic,
202426,EI,secondary,Physician/Clinic,
203224,EI,primary,Parents/Family,ia
203224,EI,primary,Parents/Family,ia
203224,EI,primary,Parents/Family,p
205608,EI,primary,Physician/Clinic,ia
205608,EI to KG,primary,Parents/Family,p
204470,EI,primary,Physician/Clinic,p
208894,EI,primary,Physician/Clinic,ia
208894,ECSE,primary,Parents/Family,p
206854,EI,primary,Physician/Clinic,ia
206854,ECSE,primary,Parents/Family,p
206716,EI,primary,Physician/Clinic,ia
206716,EI,primary,CAPTA,p
206716,EI,primary,Physician/Clinic,ia
205971,EI,primary,Move in from another state,p
205971,EI,secondary,Physician/Clinic,
205971,ECSE,secondary,Physician/Clinic,
208518,EI,primary,EHDI,p
208518,EI,secondary,Physician/Clinic,
207331,ECSE,primary,Other DHS,p
207719,ECSE,primary,Parents/Family,p
201246,ECSE,primary,Head Start,p
202569,ECSE,primary,Childcare/Preschool,p
203095,EI,primary,Parents/Family,p
200666,EI,primary,CAPTA,ia
200666,EI,secondary,Public Health,
200666,ECSE,primary,Other,ia
200666,ECSE,primary,Parents/Family,p
204977,EI,primary,Physician/Clinic,p
202130,EI,primary,Parents/Family,p
203008,EI,primary,CAPTA,ia
203008,EI,primary,Physician/Clinic,ia
203008,EI,primary,Parents/Family,p
204611,EI,primary,CAPTA,ia
204611,EI,primary,Physician/Clinic,ia
204611,EI,primary,Other,ia
204611,EI to ECSE,primary,Parents/Family,ia
204611,ECSE,primary,Other,p
203941,EI,primary,Parents/Family,ia
203941,EI,primary,Parents/Family,ia
203941,EI,secondary,Physician/Clinic,
203941,EI to ECSE,primary,Other,ia
203941,ECSE,primary,Physician/Clinic,p
206000,EI,primary,Physician/Clinic,ia
206000,EI,primary,Public Health,ia
206000,EI,primary,Public Health,ia
206000,EI,primary,Physician/Clinic,ia
206000,ECSE,primary,Physician/Clinic,ia
206000,ECSE,primary,Parents/Family,p
205969,EI,primary,Parents/Family,ia
205969,ECSE,primary,Head Start,p
202037,EI,primary,Physician/Clinic,ia
202037,EI,primary,Physician/Clinic,ia
202037,EI,primary,Physician/Clinic,p
202737,EI,primary,Hospital,p
208067,EI,primary,Hospital,p
201232,EI,primary,Parents/Family,p
207461,ECSE,primary,Other EI/ECSE program,p
201328,EI,primary,Physician/Clinic,ia
201328,ECSE,primary,Parents/Family,p
203975,EI,primary,Physician/Clinic,ia
203975,EI,primary,Other,ia
203975,EI,primary,Parents/Family,ia
203975,EI,primary,Other,p
203449,EI,primary,Public Health,p
204587,ECSE,primary,Physician/Clinic,ia
204587,ECSE,primary,Parents/Family,ia
204587,ECSE,primary,Parents/Family,p
202951,ECSE,primary,Parents/Family,p
204988,EI to ECSE,primary,Parents/Family,p
203287,EI to ECSE,primary,Parents/Family,p
204549,EI,primary,Hospital,ia
204549,EI to ECSE,primary,Parents/Family,p
207937,EI,primary,Physician/Clinic,ia
207937,EI,primary,Physician/Clinic,ia
207937,ECSE,primary,Physician/Clinic,ia
207937,ECSE,primary,Physician/Clinic,p
202345,EI,primary,Physician/Clinic,p
204997,EI,primary,Physician/Clinic,p
204997,EI,secondary,Physician/Clinic,
201287,EI,primary,Parents/Family,ia
201287,EI,primary,Parents/Family,p
203230,EI,primary,Parents/Family,p
202214,EI,primary,Hospital,ia
202214,EI,primary,Physician/Clinic,ia
202214,EI,primary,Parents/Family,p
204163,EI,primary,Physician/Clinic,ia
204163,EI,primary,Healthy Families Oregon,ia
204163,ECSE,primary,Healthy Families Oregon,p
205639,EI,primary,Physician/Clinic,ia
205639,EI,primary,Physician/Clinic,ia
205639,EI,primary,Parents/Family,p
206356,ECSE,primary,Parents/Family,p
200857,EI,primary,Parents/Family,p
203991,ECSE,primary,Physician/Clinic,p
203860,EI,primary,CAPTA,ia
203860,EI,primary,CAPTA,p
201642,EI,primary,CAPTA,ia
201642,EI,primary,CAPTA,ia
201642,EI to ECSE,primary,Other,ia
201642,ECSE,primary,Physician/Clinic,p
208855,ECSE,primary,Parents/Family,ia
208855,ECSE,primary,Other,ia
208855,EI to KG,primary,Parents/Family,p
200621,EI,primary,Physician/Clinic,p
205910,ECSE,primary,Parents/Family,p
205910,ECSE,secondary,Physician/Clinic,
205308,EI,primary,CAPTA,p
200633,EI,primary,Physician/Clinic,ia
200633,ECSE,primary,Physician/Clinic,ia
200633,EI to KG,primary,Parents/Family,p
205881,EI,primary,Physician/Clinic,p
205881,ECSE,primary,Parents/Family,p
204156,EI,primary,Physician/Clinic,p
206323,EI to ECSE,primary,Physician/Clinic,ia
206323,EI to ECSE,primary,Physician/Clinic,p
200991,ECSE,primary,Parents/Family,p
206265,EI,primary,Physician/Clinic,p
206265,EI,primary,Physician/Clinic,ia
206265,EI,primary,Parents/Family,p
204822,ECSE,primary,Head Start,p
207710,ECSE,primary,Parents/Family,p
202995,EI,primary,Healthy Families Oregon,ia
202995,ECSE,primary,Healthy Families Oregon,p
207380,ECSE,primary,Parents/Family,p
209049,EI,primary,Private Therapy,p
207587,EI,primary,Hospital,p
205238,EI,primary,Physician/Clinic,ia
205238,EI to ECSE,primary,Parents/Family,p
200333,ECSE,primary,Parents/Family,ia
200333,ECSE,primary,Parents/Family,p
201667,ECSE,primary,Head Start,p
205476,ECSE,primary,Parents/Family,p
205476,ECSE,secondary,Physician/Clinic,
201261,EI,primary,Physician/Clinic,ia
201261,ECSE,primary,Physician/Clinic,ia
201261,ECSE,primary,Parents/Family,p
200842,EI,primary,Physician/Clinic,ia
200842,EI,primary,Parents/Family,p
200842,ECSE,primary,Other,p
206024,EI,primary,Physician/Clinic,ia
206024,ECSE,primary,Physician/Clinic,ia
206024,ECSE,primary,Other,p
206985,EI,primary,Hospital,p
205142,EI,primary,Hospital,p
206728,EI,primary,Hospital,p
206728,EI,secondary,Physician/Clinic,
200527,EI,primary,Hospital,p
205162,EI,primary,Physician/Clinic,ia
205162,EI,primary,Physician/Clinic,ia
205162,EI,primary,Physician/Clinic,ia
205162,ECSE,primary,Parents/Family,p
200680,EI,primary,Parents/Family,ia
200680,EI,secondary,Physician/Clinic,
200680,EI,primary,Other,p
203771,EI,primary,Hospital,p
203771,EI,secondary,Physician/Clinic,
203771,ECSE,secondary,"Public Health, WIC",
209900,ECSE,primary,Physician/Clinic,p
205040,EI,primary,Parents/Family,p
205420,EI,primary,Hospital,p
206805,EI,primary,Parents/Family,ia
206805,EI,primary,Parents/Family,ia
206805,EI,primary,Parents/Family,p
206805,ECSE,primary,Parents/Family,ia
203710,EI,primary,Physician/Clinic,p
206902,EI,primary,Parents/Family,p
208280,EI,primary,Parents/Family,p
208280,EI,secondary,Parents/Family,
208607,ECSE,primary,Childcare/Preschool,p
201229,EI,primary,Parents/Family,ia
201229,EI,primary,Parents/Family,p
202047,ECSE,primary,Parents/Family,p
208326,EI,primary,Physician/Clinic,ia
208326,EI,primary,Physician/Clinic,p
208011,EI,primary,Physician/Clinic,ia
208011,EI,primary,Parents/Family,ia
208011,ECSE,primary,Parents/Family,ia
208011,EI to KG,primary,Physician/Clinic,p
202771,EI,primary,Hospital,ia
202771,EI,primary,CAPTA,ia
202771,EI,primary,CAPTA,p
202771,EI,secondary,Physician/Clinic,
208370,EI to ECSE,primary,Hospital,p
205923,ECSE,primary,Childcare/Preschool,p
203556,EI,primary,Hospital,p
205181,EI,primary,Parents/Family,p
205181,EI,secondary,Physician/Clinic,
203938,EI,primary,CAPTA,ia
203938,EI,primary,CAPTA,ia
203938,EI,primary,Other,ia
203938,EI to ECSE,primary,CAPTA,p
208785,ECSE,primary,Other DHS,p
204046,EI to ECSE,primary,Parents/Family,p
200368,EI,primary,Physician/Clinic,ia
200368,EI,primary,Physician/Clinic,p
209797,EI,primary,Physician/Clinic,ia
209797,EI,primary,Parents/Family,p
209797,EI,secondary,Physician/Clinic,
205553,EI,primary,Physician/Clinic,p
204945,EI,primary,Physician/Clinic,p
209001,EI,primary,Physician/Clinic,p
202335,EI,primary,CAPTA,p
202335,EI,secondary,CAPTA,
207634,EI,primary,Parents/Family,p
201951,EI,primary,Parents/Family,p
200582,EI,primary,Hospital,p
200582,EI,secondary,CAPTA,
200582,EI,secondary,CAPTA,
208369,EI,primary,Physician/Clinic,p
208369,EI to KG,secondary,Physician/Clinic,
202435,EI,primary,Physician/Clinic,ia
202435,EI to ECSE,primary,Other,ia
202435,ECSE,primary,Other,p
205554,ECSE,primary,Parents/Family,p
209506,EI,primary,Parents/Family,ia
209506,EI,primary,Parents/Family,p
206605,EI,primary,Parents/Family,p
206605,EI,secondary,CAPTA,
204741,EI,primary,Parents/Family,ia
204741,EI,primary,Other,ia
204741,EI to ECSE,primary,Healthy Families Oregon,p
202684,ECSE,primary,Other EI/ECSE program,p
204705,ECSE,primary,Physician/Clinic,ia
204705,ECSE,primary,Physician/Clinic,p
208837,EI,primary,Physician/Clinic,ia
208837,EI,primary,Parents/Family,p
200351,EI,primary,Parents/Family,p
205629,EI,primary,Parents/Family,p
206828,EI,primary,Physician/Clinic,p
200944,EI,primary,Parents/Family,ia
200944,EI,primary,Parents/Family,p
200944,EI,secondary,Physician/Clinic,
209090,EI to ECSE,primary,Other EI/ECSE program,p
207962,EI,primary,Parents/Family,p
207617,EI,primary,Parents/Family,ia
207617,EI,primary,Parents/Family,ia
207617,EI,primary,Parents/Family,p
209221,EI,primary,Parents/Family,p
208068,ECSE,primary,Parents/Family,p
204970,EI,primary,Parents/Family,p
201755,EI,primary,Parents/Family,ia
201755,EI,secondary,Physician/Clinic,
201755,EI,primary,Parents/Family,p
201755,EI,secondary,CAPTA,
201755,EI,secondary,Physician/Clinic,
205051,ECSE,primary,Head Start,p
205775,EI,primary,Parents/Family,p
201307,EI,primary,Physician/Clinic,p
201307,ECSE,primary,Parents/Family,p
209262,EI,primary,Parents/Family,ia
209262,EI to ECSE,primary,Physician/Clinic,ia
209262,EI to ECSE,primary,Parents/Family,ia
209262,ECSE,primary,Other,ia
209262,ECSE,primary,Physician/Clinic,p
202567,EI,primary,Physician/Clinic,ia
202567,EI,primary,Parents/Family,p
201748,EI to ECSE,primary,Childcare/Preschool,ia
201748,EI to KG,primary,Parents/Family,p
206236,EI,primary,Parents/Family,p
203708,EI,primary,Physician/Clinic,p
208554,EI,primary,Parents/Family,p
203813,EI,primary,Hospital,p
203813,EI,primary,CAPTA,p
201391,ECSE,primary,Parents/Family,p
209755,EI,primary,Physician/Clinic,ia
209755,EI,primary,Physician/Clinic,ia
209755,ECSE,primary,Physician/Clinic,p
208381,ECSE,primary,Move in from another state,p
208112,EI,primary,Physician/Clinic,ia
208112,EI,primary,Parents/Family,p
208112,EI,secondary,Physician/Clinic,
204813,ECSE,primary,Parents/Family,ia
204813,ECSE,primary,Parents/Family,ia
204813,ECSE,primary,Parents/Family,p
209237,EI to ECSE,primary,Physician/Clinic,ia
209237,ECSE,primary,Parents/Family,p
209237,ECSE,secondary,Physician/Clinic,
209237,EI to KG,secondary,Physician/Clinic,
207317,EI,primary,CAPTA,p
207317,EI,secondary,Physician/Clinic,
205599,ECSE,primary,Parents/Family,p
203545,ECSE,primary,Parents/Family,p
201502,EI,primary,CAPTA,ia
201502,ECSE,primary,Childcare/Preschool,p
205829,EI,primary,Hospital,p
206050,ECSE,primary,Childcare/Preschool,p
203818,ECSE,primary,Childcare/Preschool,p
201019,EI,primary,Childcare/Preschool,ia
201019,ECSE,primary,Parents/Family,p
205760,EI,primary,Physician/Clinic,ia
205760,EI,primary,Other,ia
205760,EI to ECSE,primary,Parents/Family,p
205882,ECSE,primary,Physician/Clinic,p
209254,ECSE,primary,Hospital,ia
209254,ECSE,primary,Hospital,ia
209254,EI to KG,primary,Head Start,p
209898,EI to ECSE,primary,CAPTA,p
206648,EI to ECSE,primary,CAPTA,p
209697,EI,primary,Physician/Clinic,ia
209697,EI,primary,Parents/Family,p
209253,EI,primary,Physician/Clinic,ia
209253,ECSE,primary,Childcare/Preschool,p
202909,EI,primary,CAPTA,p
208030,ECSE,primary,Parents/Family,p
207148,EI,primary,Parents/Family,p
203434,ECSE,primary,Parents/Family,p
209771,EI,primary,EHDI,p
206744,EI,primary,Physician/Clinic,ia
206744,ECSE,primary,Parents/Family,p
206744,ECSE,secondary,Other DHS,
205352,EI,primary,Parents/Family,ia
205352,ECSE,primary,Other,ia
205352,ECSE,primary,Parents/Family,p
206604,EI,primary,Parents/Family,p
208540,EI,primary,Parents/Family,p
208540,ECSE,primary,Childcare/Preschool,ia
202011,ECSE,primary,Parents/Family,p
200933,EI to ECSE,primary,Parents/Family,p
207649,ECSE,primary,Physician/Clinic,p
207223,EI,primary,Physician/Clinic,p
209117,EI,primary,Private Therapy,p
207075,EI,primary,Physician/Clinic,ia
207075,EI,primary,Parents/Family,p
207075,ECSE,primary,Other DHS,ia
207075,ECSE,primary,Parents/Family,ia
207075,EI to KG,primary,Other,ia
206961,EI,primary,Physician/Clinic,ia
206961,EI,primary,Parents/Family,ia
206961,EI to ECSE,primary,Physician/Clinic,p
208285,EI,primary,Physician/Clinic,p
202169,ECSE,primary,Parents/Family,p
204798,EI,primary,Physician/Clinic,ia
204798,EI,primary,Other,p
201892,EI,primary,Hospital,p
201892,EI,secondary,CAPTA,
201776,EI,primary,Other EI/ECSE program,ia
201776,EI,primary,Parents/Family,ia
201776,EI,primary,Parents/Family,ia
201776,EI,primary,Other,p
203187,ECSE,primary,Parents/Family,p
202328,EI,primary,Physician/Clinic,ia
202328,EI,primary,Other,p
203469,EI,primary,Parents/Family,ia
203469,EI,primary,Parents/Family,ia
203469,ECSE,primary,Parents/Family,p
204054,ECSE,primary,Healthy Families Oregon,ia
204054,ECSE,primary,Physician/Clinic,ia
204054,ECSE,primary,Parents/Family,ia
204054,EI to KG,primary,Childcare/Preschool,p
208477,EI,primary,CAPTA,p
208477,EI,secondary,Hospital,
208477,EI,secondary,Physician/Clinic,
208477,EI,secondary,Physician/Clinic,
201601,EI,primary,Physician/Clinic,ia
201601,ECSE,primary,Physician/Clinic,ia
201601,ECSE,primary,Parents/Family,p
200187,EI,primary,Parents/Family,ia
200187,EI,primary,Other,p
207766,EI,primary,Physician/Clinic,ia
207766,EI to ECSE,primary,Other,p
200029,EI,primary,Physician/Clinic,ia
200029,EI,primary,Parents/Family,ia
200029,EI to ECSE,primary,Parents/Family,p
203387,EI,primary,Physician/Clinic,ia
203387,EI to ECSE,primary,Parents/Family,ia
203387,ECSE,primary,Parents/Family,p
204666,EI,primary,Parents/Family,p
206017,ECSE,primary,Head Start,p
206709,EI,primary,Parents/Family,p
206709,EI,secondary,Physician/Clinic,
206669,ECSE,primary,Physician/Clinic,p
203554,EI,primary,Physician/Clinic,ia
203554,EI to ECSE,primary,Parents/Family,p
200148,EI,primary,CAPTA,p
200657,ECSE,primary,Physician/Clinic,p
203106,ECSE,primary,Physician/Clinic,p
205981,EI,primary,Physician/Clinic,ia
205981,ECSE,primary,Physician/Clinic,p
209829,EI,primary,Physician/Clinic,ia
209829,EI to ECSE,primary,Other,p
208985,EI,primary,Physician/Clinic,ia
208985,EI,primary,Parents/Family,p
208928,ECSE,primary,Parents/Family,p
207017,EI,primary,Parents/Family,ia
207017,EI,secondary,CAPTA,
207017,EI to ECSE,primary,Other,ia
207017,ECSE,primary,Head Start,p
205220,ECSE,primary,Childcare/Preschool,p
209437,ECSE,primary,Parents/Family,p
202310,EI,primary,Physician/Clinic,ia
202310,ECSE,primary,Parents/Family,p
202310,ECSE,secondary,Physician/Clinic,
204130,EI,primary,Parents/Family,ia
204130,EI,primary,Parents/Family,p
204130,ECSE,primary,Head Start,p
209736,ECSE,primary,Parents/Family,p
207832,ECSE,primary,Physician/Clinic,p
204453,ECSE,primary,Physician/Clinic,p
204572,EI,primary,Parents/Family,p
207736,EI,primary,Physician/Clinic,ia
207736,EI,primary,Physician/Clinic,p
206839,EI to ECSE,primary,Parents/Family,p
209199,EI,primary,Physician/Clinic,ia
209199,EI,primary,Physician/Clinic,p
205698,EI,primary,Physician/Clinic,ia
205698,EI,primary,Other,ia
205698,EI to ECSE,primary,Physician/Clinic,ia
205698,EI to ECSE,primary,Parents/Family,p
209696,ECSE,primary,Healthy Families Oregon,p
200253,EI to ECSE,primary,CAPTA,ia
200253,ECSE,primary,Head Start,p
206029,EI,primary,Physician/Clinic,ia
206029,EI,primary,Physician/Clinic,p
207008,EI,primary,Physician/Clinic,ia
207008,EI,primary,Physician/Clinic,p
208044,ECSE,primary,Childcare/Preschool,p
205809,EI,primary,Parents/Family,p
205809,EI,secondary,Physician/Clinic,
206925,ECSE,primary,Parents/Family,p
208448,EI,primary,CAPTA,ia
208448,EI,secondary,Physician/Clinic,
208448,EI,primary,Other,ia
208448,EI,primary,Other,ia
208448,EI,primary,Parents/Family,ia
208448,EI,primary,Parents/Family,p
